brand,category,ingredient,name,price,rating,reviews_number,unit
"
            By EVO","Dog,Food","Crude Protein,42.0% min,Crude Fat,22.0% min,Crude Fiber,2.5% max,Moisture,10.0% max,Linoleic Acid,3.0% min,Vitamin E,250 IU/kg min,Ascorbic Acid (Vitamin C),100 mg/kg min,Omega 3 Fatty Acids,0.45% min,EPA & DHA,0.1% min,Carbohydrates (NFE),17.0% max,Total Microorganisms,900,000 CFU/lb min,2 lbs,1/2,3/8,1/3,1/4,6 lbs,1,7/8,2/3,1/2,10 lbs,1 1/2,1 1/4,1,3/4,20 lbs,2,1 1/2,1 1/4,1 1/4,30 lbs,–,2,1 5/8,1 5/8,40 lbs,–,–,2,2,50 lbs,–,–,2 1/4,2 1/4,60 lbs,–,–,–,2 1/2,70 lbs,–,–,–,2 3/4,80 lbs,–,–,–,3,90 lbs,–,–,–,3 1/4,100 lbs,–,–,–,3 1/2,120 lbs,–,–,–,4,140 lbs,–,–,–,4 3/8","
        EVO Grain Free Turkey & Chicken Formula Large Bites Dry Dog Food","
                        $63.89",/assets/img/ratings/rating-4_6.png,63,28.6-lb bag
"
            By Health Extension","Dog,Food","Crude Protein,24.0% min,Crude Fat,18.0% min,Vitamin E,150 IU min,Phosphorus,0.9% min,Omega 3 Fatty Acids,0.6% min,Glucosamine HCl,400 mg/kg min,Crude Fiber,4.0% max,Moisture,10.0% max,Calcium,1.1% min,Omega 6 Fatty Acids,2.6% min,Chondroitin Sulfate,200 mg/kg min","
        Health Extension Original Dry Dog Food","
                        $58.98",/assets/img/ratings/rating-4_8.png,56,40-lb bag
"
            By Instinct","Dog,Food","Crude Protein,33.5% min,Crude Fat,10.5% min,Crude Fiber,3.5% max,Moisture,8.0% max,Vitamin E,200 IU/kg min,Ascorbic Acid (Vitamin C)*,100 mg/kg min,Omega 3 Fatty Acids*,0.4% min,Omega 6 Fatty Acids*,2.0% min,Glucosamine*,400 mg/kg min,Chondroitin Sulfate*,500 mg/kg min,Docosahexaenoic Acid (DHA),0.01%min,L-Carnitine*,300 mg/kg min,Bacillus coagulans*,60,000,000 CFU/lb min,5 - 15 lbs,1/2 - 1 1/4,1/2 - 3/4,16 - 25 lbs,1 1/4 - 1 3/4,3/4 - 1 1/4,26 - 50 lbs,1 3/4 - 3,1 1/4 - 2,51 - 100 lbs,3 - 5,2 - 3 1/4","
        Instinct by Nature's Variety Raw Boost Senior Grain-Free Recipe with Real Chicken Dry Dog Food","
                        $69.99",/assets/img/ratings/rating-4_7.png,29,21-lb bag
"
            By Nulo","Dog,Food","Crude Protein,30.0% min,Crude Fat,12.0% min,Crude Fiber,5.0% max,Moisture,10.0% max,Calcium,1.0% min,Phosphorus,0.9% min,Vitamin E,300 IU/kg min,Omega 6 Fatty Acids,1.3% min,Omega 3 Fatty Acids,0.35% min,L-Carnitine,400 mg/kg min,Glucosamine,350 mg/kg min,Glucosamine,400 mg/kg max,Chondroitin Sulfate,350 mg/kg min,Chondroitin Sulfate,400 mg/kg max,Ascorbic Acid (Vitamin C),65 mg/kg min,Bacillus coagulans,80,000,000 CFU/lb min,5 lbs,½,15 lbs,1¼,25 lbs,1½,40 lbs,2¼,60 lbs,2¾,80 lbs,3½,100+ lbs,4 + ½ for each additional 20 lbs","
        Nulo Freestyle Trout & Sweet Potato Recipe Grain-Free Senior Dry Dog Food","
                        $62.99",/assets/img/ratings/rating-4_7.png,30,24-lb bag
"
            By Precise Holistic Complete","Dog,Food","Crude Protein,23.0% min,Crude Fat,12.0% min,Crude Fiber,3.5% max,Moisture,10.0% max,Calcium,1.3% min,Phosphorus,0.95% min,Omega 6 Fatty Acids,2.6% min,Omega 3 Fatty Acids,0.6% min,DHA (Docosahexaenoic Acid),0.05% min,Ascorbic Acid (Vitamin C),25 mg/lb min,Glucosamine,400 mg/kg min,Chondroitin Sulfate,275 mg/kg min","
        Precise Holistic Complete Large & Giant Breed Puppy Formula Dry Dog Food","
                        $64.49",/assets/img/ratings/rating-4_4.png,54,30-lb bag
"
            By Rachael Ray Nutrish","Dog,Food","Crude Protein ,30.0% (min) ,Crude Fat ,15.0% (min) ,Crude Fiber ,5.0% (max) ,Moisture ,10.0% (max) ,Linoleic Acid (An Omega 6 fatty acid) ,2.2% (min) ,Alpha-Linolenic Acid (An Omega 3 fatty acid),0.5% (min) ,Calcium ,1.1% (min) ,Phosphorous ,0.9 (min) ,Potassium,0.7% (min) ,Iron ,200 mg/kg (min) ,Zinc,250 mg/kg (min) ,Vitamin A ,10,000 IU/kg (min) ,Vitamin E ,225 IU/kg (min) ,Ascorbic Acid (Source of Vitamin C) ,55 mg/kg (min) ,Glucosamine (Naturally occurring) ,500 mg/kg (min) ,Chondroitin Sulfate (Naturally occurring) ,100 mg/kg (min) ,3 - 12 lbs ,1/2 - 1 1/4,12 - 25 lbs ,1 1/4 - 2 ,25 - 50 lbs ,2 - 3 1/4,50- 100 lbs ,3 1/4 - 5 1/2,over 100 lbs,5 1/2 plus 1/2 cup for every additional 12 lbs ","
        Rachael Ray Nutrish Peak Natural Northern Woodlands Recipe with Turkey, Duck & Quail Dry Dog Food","
                        $41.98",/assets/img/ratings/rating-4_7.png,18,23-lb bag
"
            By Wellness","Dog,Food","2-4 lbs,½,½,1/3,¼,5-8 lbs,¾,¾,½,½,9-12 lbs,1,1,¾,¾,13-16 lbs,1¼,1¼,1,1,17-20 lbs,–,1½,1¼,1¼,21-25 lbs,–,–,1½,1½","
        Wellness Small Breed Complete Health Puppy Turkey, Oatmeal & Salmon Meal Recipe Dry Dog Food","
                        $9.66",/assets/img/ratings/rating-4_7.png,51,4-lb bag
"
            By Instinct","Dog,Food","Crude Protein,35.0% min,Crude Fat,19.5% min,Crude Fiber,5.0% max,Moisture,8.0% max,Vitamin E,100 IU/kg min,Ascorbic Acid (Vitamin C)*,85 mg/kg min,Omega 3 Fatty Acids*,0.5% min,Omega 6 Fatty Acids*,2.0% min,Bacillus coagulans*,60,000,000 CFU/lb min,5 - 15 lbs,1/2 - 1,1/4 - 3/4,16 - 25 lbs,1 - 1 1/2,3/4 - 1,26 - 50 lbs,1 1/2 - 2 3/4,1 - 1 3/4,51 - 100 lbs,2 3/4 - 4 1/2,1 3/4 - 2 3/4","
        Instinct by Nature's Variety Raw Boost Grain-Free Recipe with Real Beef Dry Dog Food","
                        $69.99",/assets/img/ratings/rating-4_5.png,19,20-lb bag
"
            By Instinct","Dog,Food","Crude Protein,37.0% min,Crude Fat,16.0% min,Crude Fiber,3.5% max,Moisture,9.0% max,Calcium,1.4% min,Phosphorus,1.1% min,Zinc,120 mg/kg min,Vitamin E,225 IU/kg min,Ascorbic Acid (Vitamin C)*,120 mg/kg min,Omega 3 Fatty Acids*,0.3% min,Omega 6 Fatty Acids*,2.5% min,Glucosamine*,300 mg/kg min,Chondroitin Sulfate*,525 mg/kg min,Bacillus coagulans*,60,000,000 CFU/lb min,2 - 8 lbs,1/2 - 1,1/4 - 1/2,9 - 12 lbs,1 - 1 1/2,1/2 - 3/4,13 - 20 lbs,1 1/2 - 2 1/2,3/4 - 1 1/2,21 - 30 lbs,2 1/2 - 3 1/4,1 1/2 - 2","
        Instinct by Nature's Variety Raw Boost Small Breed Grain-Free Recipe with Real Chicken Dry Dog Food","
                        $39.99",/assets/img/ratings/rating-4_8.png,10,10-lb bag
"
            By Eukanuba","Dog,Food","Crude Protein,8.0% min,Crude Fat,4.0% min,Crude Fiber,1.5% max,Moisture,82.0% max,Sodium,0.5% max","
        Eukanuba Adult Mixed Grill with Chicken & Beef in Gravy Canned Dog Food","
                        $20.49",/assets/img/ratings/rating-4_8.png,6,"12.5-oz, case of 12"
"
            By Royal Canin","Dog,Food","Crude Protein,25.0% min,Crude Fat,15.0% min,Crude Fiber,4.5% max,Moisture,10.0% max,Eicosapentaenoic Acid (EPA),0.24% min,Docosahexaenoic Acid (DHA),0.1% min,Glucosamine,750 mg/kg min,Chondroitin Sulfate,25 mg/kg min,55 lbs,3 3/8,3 7/8,4 3/8,57 lbs,3 1/2,4,4 1/2,60 lbs,3 1/2,4 1/8,4 5/8,62 lbs,3 5/8,4 1/4,4 3/4,64 lbs,3 3/4,4 3/8,5,66 lbs,3 7/8,4 1/2,5 1/8,68 lbs,4,4 5/8,5 1/8,71 lbs,4,4 5/8,5 1/4,73 lbs,4 1/8,4 3/4,5 3/8,75 lbs,4 1/4,4 7/8,5 1/2,77 lbs,4 3/8,5,5 5/8,79 lbs,4 3/8,5 1/8,5 3/4,82 lbs,4 1/2,5 1/4,5 7/8,86 lbs,4 5/8,5 3/8,6 1/8,90 lbs,4 7/8,5 5/8,6 3/8,95 lbs,5,5 7/8,6 5/8,99 lbs,5 1/4,6,6 7/8","
        Royal Canin Maxi Aging 8+ Dry Dog Food","
                        $47.59",/assets/img/ratings/rating-4_8.png,26,30-lb bag
"
            By Redbarn","Dog,Food","Crude Protein,13.0% min,Crude Fat,6.0% min,Crude Fiber,2.0% max,Moisture,43.0% max","
        Redbarn Naturals Lamb Recipe Dog Food Roll","
                        $11.79",/assets/img/ratings/rating-4_4.png,70,4-lb roll
"
            By Annamaet","Dog,Food","Crude Protein,30.0% min,Crude Fat,16.0% min,Crude Fiber,3.5% max,Moisture,10.0% max,Ash,6.8% max,Omega 6 Fatty Acids,3.5% min,Omega 3 Fatty Acids,1.1% min,DHA,0.3% min,L-Carnitine,35 mg/kg min,Up to 14 lbs,1/3 to 1,15 to 30 lbs,1 to 2,31 to 45 lbs,2 to 2-1/2,46 to 60 lbs,2-1/2 to 3,61 to 75 lbs,3 to 3-1/2,76 to 90 lbs,3-1/2 to 4,91 lbs & over,4 to ?","
        Annamaet Grain-Free Salcha Poulet Formula Dry Dog Food","
                        $71.99",/assets/img/ratings/rating-4_8.png,53,30-lb bag
"
            By Cesar","Dog,Food","CRUDE PROTEIN,26.0% MIN,CRUDE FAT,13.0% MIN,CRUDE FIBER,4.5% MAX,MOISTURE,12.0% MAX,5 lbs,1/2,1/4 + 1 tray,10 lbs,3/4,1/2 + 1 tray,15 lbs,1,3/4 + 1 tray,20 lbs,1 1/3,1 1/4 + 1 tray,25 lbs,1 2/3,1 1/3 + 1 tray,30 lbs,1 3/4 ,1 1/2 + 1 tray","
        Cesar Filet Mignon Flavor With Spring Vegetables Dry Dog Food","
                        $4.12",/assets/img/ratings/rating-4_6.png,16,2.7-lb bag
"
            By Instinct","Dog,Food","Crude Protein,36.0% min,Crude Fat,26.0% min,Crude Fiber,15.0% max,Moisture,6.0% max,Up to 20 lbs ,1/4,58,21 to 40 lbs ,1/2,117,41 to 60 lbs ,3/4,175,Over 60 lbs ,3/4+,175+,Up to 20 lbs,1/8,25,21 - 40 lbs,1/4,50,Over 40 lbs,1/4+,50+","
        Instinct by Nature's Variety Raw Boost Mixers Grain-Free Turkey Recipe Freeze-Dried Dog Food Topper","
                        $7.63",/assets/img/ratings/rating-4_9.png,25,6-oz bag
"
            By Victor","Dog,Food","Crude Protein,30.0% min,Crude Fat,16.0% min,Crude Fiber,3.8% max,Moisture,9.0% max,Linoleic Acid,2.8% min,Zinc,150 mg/kg min,Selenium,0.4 mg/kg min,Vitamin E,150 IU/kg min,10 lbs,3/4,20 lbs,1 1/2,30 lbs,2,40 lbs,2 1/2,60 lbs,3 1/4,80 lbs,4,100 lbs,4 1/2,Over 100 lbs,4 1/2 plus 1/2 for each 20 lbs over 100 lbs","
        Victor Lamb Grain-Free Dry Dog Food","
                        $55.25",/assets/img/ratings/rating-4_7.png,18,30-lb bag
"
            By CANIDAE","Dog,Food","Crude Protein ,25.0% min,Crude Fat ,15.0% min,Crude Fiber ,4.0% max,Moisture ,10.0% max,Linoleic Acid (Omega 6),2.0% min,Vitamin E,50 IU/kg min,Alpha Linolenic Acid (Omega 3),0.7% min,Lacobaciluus Acidophilus,100,000,000 CFU/lb min,Cellulase,100 CMCU/kg min,2-10 lbs,1/2 - 3/4,1/4 - 1/2,10-25 lbs,3/4 - 1,1/2 - 3/4,25-50 lbs,1 - 2,3/4 - 1,50-75 lbs,2 - 3,1 - 1 1/2,75-100 lbs,3 - 4,1 1/2 - 2 1/2,100-125 lbs,4 - 4 3/4,2 1/2 - 3,125-150 lbs,4 3/4 - 5 1/2,3 - 3 1/2","
        CANIDAE Grain-Free PURE Wild with Wild Boar Dry Dog Food","
                        $59.84",/assets/img/ratings/rating-4_7.png,19,24-lb bag
"
            By Now Fresh","Dog,Food","Crude Protein,24.0% min,Crude Fat,10.0% min,Crude Fiber,6.0% max,Moisture,10.0% max ,Calcium,0.9% min,Phosphorus,0.7% min,Glucosamine,400 mg/kg min,Chondroitin Sulphate,100 mg/kg min,L-Carnitine,100 mg/kg min,Taurine,0.06% min,Omega 6,2.4% min,Omega 3,0.48% min,Microorganisms,90,000,000 CFU/lb min,2 - 5 lbs,1/2 - 7/8,2/3 - 7/8,5 - 10 lbs,7/8 - 1,7/8 - 1,10 - 20 lbs,1 - 1 1/2,1 - 1 5/8,20 - 30 lbs,1 1/2 - 2,1 5/8 - 2,30 - 50 lbs,2 - 2 1/2,2 - 3 1/4,50 - 70 lbs,2 1/2 - 3 1/3,3 1/4 - 4 1/8,70 - 90 lbs,3 1/3 - 4,4 1/8 - 5,90 - 110 lbs,4 - 5,5 - 7,110 - 140 lbs,5 - 6 1/3,7 - 9","
        Now Fresh Grain-Free Senior Weight Management Recipe Dry Dog Food","
                        $76.99",/assets/img/ratings/rating-4_8.png,52,25-lb bag
"
            By Hill's Science Diet","Dog,Food","Crude Protein,18.0% min,Crude Fat,12.0% min,Crude Fiber,3.0% max,Moisture,10.0% max,Vitamin C,85 mg/kg min,Vitamin E,450 IU/kg min,Omega 6 Fatty Acids,3.0% min","
        Hill's Science Diet Adult 11+ Small & Toy Breed Age Defying Dry Dog Food","
                        $28.69",/assets/img/ratings/rating-4_6.png,43,15.5-lb bag
"
            By Under the Sun","Dog,Food","Crude Protein,25.0% min,Crude Fat,11.0% min,Crude Fiber,4.0% max,Moisture,10.0% max,3 - 12 lbs,3/8 - 1 1/8,1/2 - 1 3/8,12 - 20 lbs,1 1/8 - 1 1/2,1 3/8 - 1 7/8,20 - 50 lbs,1 1/2 - 2 3/4,1 7/8 - 3 1/4,50 - 100 lbs,2 3/4 - 4 5/8,3 1/4 - 5 1/2,100 - 150 lbs,4 5/8 - 7 1/4,5 1/2 - 8 1/4","
        Under the Sun Grain-Free Adult Lamb Recipe Dry Dog Food","
                        $37.99",/assets/img/ratings/rating-4_1.png,19,25-lb bag
"
            By Purina Pro Plan Veterinary Diets","Dog,Food","Crude Protein,26.0% min,Crude Fat,4.0% min,Crude Fat,8.5% max,Crude Fiber,16.0% max,Moisture,12.0% max,Ash,6.0% max,Calcium,0.9% min,Phosphorus,0.7% min,Total Isoflavones,850 ppm min,3 - 12 lbs,2/3 - 1 2/3,1/2 - 1 1/8,13 - 20 lbs,1 2/3 - 2 1/4,1 1/8 - 1 1/2,21 - 35 lbs,2 1/4 - 3 1/3,1 1/2 - 2,36 - 50 lbs,3 1/3 - 4 1/4,2 - 2 1/3,51 - 75 lbs,4 1/4 - 5 1/2,2 1/3 - 2 2/3,76 - 100 lbs,5 1/2 - 6 3/4,2 2/3 - 2 7/8,Over 100 lbs,6 3/4 + 1/3 for each 10 lbs over 100 lbs,2 7/8 + 1/4 for each 10 lbs over 100 lbs","
        Purina Pro Plan Veterinary Diets OM Overweight Management Formula Dry Dog Food","
                        $80.99",/assets/img/ratings/rating-4_7.png,55,32-lb bag
"
            By Holistic Select","Dog,Food","Crude Protein,32.0% min,Crude Fat,14.0% min,Crude Fiber,5.5% max,Moisture,10.0% max,Calcium,1.4% min,Phosphorus,1.0% min,Vitamin A,22,000 IU/kg min,Vitamin E,165 IU/kg min,Omega 6 Fatty Acids,4.0% min,Omega 3 Fatty Acids,1.0% min,Total Lactic Acid Microorganisms,100,000,000 CFU/lb min,Total Bacillus Organisms,7,000,000 CFU/lb min,Protease,280 HUT/lb min,Cellulase,100 Cellulase units/lb,Alpha-Amylase,5 Dextrin units/lb,2 - 5 lbs,1/3 - 2/3,5 - 10 lbs,2/3 - 1,10 - 20 lbs,1 - 1 2/3,30 - 40 lbs,2 1/4 - 2 3/4,50 - 60 lbs,3 1/3 - 3 3/4,70 - 80 lbs,4 1/3 - 4 3/4,90 - 100 lbs,5 - 5 2/3,Dogs over 100 lbs,Add approximately 1/3 cup for every 10 lbs over 100 lbs","
        Holistic Select Adult Health Deboned Turkey & Lentils Recipe Grain-Free Dry Dog Food","
                        $56.82",/assets/img/ratings/rating-4_6.png,24,26-lb bag
"
            By Natural Balance","Dog,Food","Crude Protein,35.0% min,Crude Fat,15.0% min,Crude Fiber,4.5% max,Moisture,10.0% max,Omega 6 Fatty Acids,3.0% min,Omega 3 Fatty Acids,0.45% min,Up to 10 lbs,1/2 - 1,10 - 20 lbs,1 - 1 1/2,20 - 30 lbs,1 1/2 - 2,30 - 40 lbs,2 - 2 1/2,40 - 60 lbs,2 1/2 - 3 1/2,60 - 80 lbs,3 1/2 - 4 1/2,80 - 100 lbs,4 1/2 - 5 1/2","
        Natural Balance Wild Pursuit Chicken, Turkey Meal & Quail Formula Grain-Free Dry Dog Food","
                        $60.49",/assets/img/ratings/rating-4_8.png,25,22-lb bag
"
            By The Honest Kitchen","Dog,Food","Crude Protein,48.0% min,Crude Fat,20.0% min,Crude Fiber,2.0% max,Moisture,3.0% max,1 - 10lbs ,1/2 - 1/4,11 - 30 lbs ,1/2- 1,31 - 50 lbs ,1 -2 ","
        The Honest Kitchen Proper Toppers Grain-Free Beef Recipe Dog Food Topper","
                        $19.59",/assets/img/ratings/rating-4_2.png,11,14-oz bag
"
            By Royal Canin","Dog,Food","Crude Protein,29.0% min,Crude Fat,18.0% min,Crude Fiber,3.5% max,Moisture,10.0% max,2.2 lbs,1/4,1/4,3/8,1/4,1/4,1/4,1/4,1/4,1/4,4.4 lbs,1/2,1/2,1/2,1/2,1/2,3/8,3/8,3/8,3/8,6.6 lbs,5/8,5/8,3/4,3/4,3/4,5/8,5/8,1/2,1/2,1/2,8.8 lbs,3/4,7/8,7/8,7/8,3/4,3/4,5/8,5/8,5/8,11 lbs,7/8,1,1,1,1,7/8,3/4,3/4,3/4,3/4","
        Royal Canin X-Small Puppy Dry Dog Food","
                        $14.44",/assets/img/ratings/rating-4_9.png,44,3-lb bag
"
            By Dr. Harvey's","Dog,Food","Crude Protein,12.0% min,Crude Fat,3.0% min,Crude Fiber,5.0% max,Moisture,12.0% max","
        Dr. Harvey's Canine Health-The Miracle Dog Food Pre-Mix","
                        $71.83",/assets/img/ratings/rating-4_5.png,93,10-lb bag
"
            By Nutro","Dog,Food","Crude Protein,27.0% min,Crude Fat,13.0% min,Crude Fiber,4.0% max,Moisture ,10.0% max,Alpha-Linolenic Acid,0.10% min,Eicosapentaenoic Acid,0.03% min,Selenium,0.35 mg/kg min,Vitamin E,60 IU/kg min,Chondroitin Sulfate,350 mg/kg min,Glucosamine,150 mg/kg min,Omega-3 Fatty Acids,0.2% min,Omega-6 Fatty Acids ,2.0% min,15 lbs,1 1/4,25 lbs,1 3/4,35 lbs,2 1/4,45 lbs,2 3/4,55 lbs,3 1/4,65 lbs,3 1/2","
        Nutro Grain-Free Senior Farm Raised Chicken, Lentils & Sweet Potato Recipe Dry Dog Food","
                        $48.59",/assets/img/ratings/rating-4_6.png,12,24-lb bag
"
            By Horizon","Dog,Food","Crude Protein,28.0% min,Crude Fat,15.0% min,Crude Fiber,5.0% max,Moisture,9.0% max,Ash,7.1% max,Calcium,1.15% min,Phosphorus,0.9% min,5 lbs,2/3,1/3,1/3,10 lbs,1,2/3,1/2,20 lbs,1 3/4,1 1/4,1,40 lbs,3,2,1 2/3,60 lbs,4,2 2/3,2 1/4,80 lbs,5,3 1/4,2 3/4,100 lbs,6,3 3/4,3 1/4,120 lbs,6 3/4,4 1/2,3 2/3,140 lbs,—,5,4 1/4,160 lbs,—,5 1/2,4 1/2","
        Horizon Pulsar Pulses & Fish Formula Grain-Free Dry Dog Food","
                        $52.99",/assets/img/ratings/rating-4_9.png,25,25.1-lb bag
"
            By Nutro","Dog,Food","Crude Protein,27.0% min,Crude Fat,16.0% min,Crude Fiber,3.0% max,Moisture,10.0% max,Linoleic Acid,3.5% min,Eicosapentaenoic Acid,0.05% min,Docosahexaenoic Acid,0.05% min,Calcium,1.2% min,Phosphorus,1.0% min,Zinc,250 mg/kg min,Selenium,0.35 mg/kg min,Vitamin E,60 IU/kg min,Niacin,250 mg/kg min,Biotin,2.5 mg/kg min,Up to 5 lbs,1 - 1 1/8,3/4 - 1,3/4 - 1,1/2 - 3/4,10 lbs,1 1/2 - 1 3/4,1 1/3 - 1 1/2,1 1/4 - 1 1/3,1 - 1 1/4,15 lbs,2 - 2 1/3,2 - 2 1/8,1 2/3 - 2,1 1/3 - 1 2/3,25 lbs,3 - 3 1/2,2 3/4 - 3,2 1/2 - 2 3/4,2 - 2 1/2,35 lbs,–,3 1/2 - 4,3 - 3 1/2,2 1/2 - 3,45 lbs,–,–,3 3/4 - 4 1/3,3 - 3 3/4,55 lbs,–,–,–,3 1/2 - 4 1/3","
        Nutro Wholesome Essentials Puppy Pasture Fed Lamb & Rice Recipe Dry Dog Food","
                        $34.19",/assets/img/ratings/rating-4_7.png,25,15-lb bag
"
            By Hill's Science Diet","Dog,Food","Crude Protein,16.0% min,Crude Fat,11.0% min,Crude Fiber,7.0% max,Vitamin C,120 mg/kg min,Vitamin E,700 IU/kg min,Omega 6 Fatty Acids,2.5% min","
        Hill's Science Diet Adult 7+ Small & Toy Breed Dry Dog Food","
                        $28.69",/assets/img/ratings/rating-4_7.png,31,15.5-lb bag
"
            By Eukanuba","Dog,Food","Crude Protein,29.0% min,Crude Fat,17.0% min,Crude Fiber,4.0% max,Moisture,10.0% max,Calcium,1.0% min,Vitamin E,140 IU/kg min,Beta-Carotene,10 mg/kg min,L-Carnitine,40 mg/kg min,Omega 6 Fatty Acids,2.3% min,Omega 3 Fatty Acids,0.35% min,Glucosamine,375 mg/kg min,Chondroitin Sulfate,35 mg/kg min,3 lbs,3/8 - 1/2,5 lbs,1/2 - 5/8,10 lbs,3/4 - 1,20 lbs,1 1/4 - 1 1/2","
        Eukanuba Small Breed Senior Dry Dog Food","
                        $25.49",/assets/img/ratings/rating-4_8.png,28,15-lb bag
"
            By Nulo","Dog,Food","Crude Protein,30.0% min,Crude Fat ,7.0% min,Crude Fat,9.0% max ,Crude Fiber,6.0% max,Moisture,10.0% max,Calcium,1.0% min,Phosphorus,0.9% min,Vitamin E,300 IU/kg min,Omega 6 Fatty Acids,3.35% min,Omega 3 Fatty Acids,0.35% min,Ascorbic Acid (Vitamin C),65 mg/kg min,Bacillus coagulans,80,000,000 CFU/lb min,Up to 15 lbs,½ – 1¼,16 - 25 lbs,1¼ – 1¾,26 - 40 lbs,1¾ – 2½,41 - 60 lbs,2½ – 3¼,61 - 80 lbs,3¼ – 3¾,81 - 100 lbs,4 – 4½,Over 100 lbs,4½ + ½ for each additional 20 lbs","
        Nulo Freestyle Cod & Lentils Recipe Grain-Free Adult Trim Dry Dog Food","
                        $62.99",/assets/img/ratings/rating-4_8.png,46,24-lb bag
"
            By Hill's Prescription Diet","Dog,Food","Crude Protein,23.0% min,Crude Fat,9.0% min,Crude Fiber,15.0% max","
        Hill's Prescription Diet Metabolic Weight Management Lamb Meal & Rice Formula Dry Dog Food","
                        $63.99",/assets/img/ratings/rating-4_8.png,16,17.6-lb bag
"
            By Hill's Prescription Diet","Dog,Food","Crude Protein,13.0% min,Crude Fat,13.0% min,Crude Fiber,2.0% max,Omega 3 Fatty Acids,0.4% min,Omega 6 Fatty Acids,3.5% min","
        Hill's Prescription Diet i/d Digestive Care Sensitive Rice & Egg Formula Dry Dog Food","
                        $69.99",/assets/img/ratings/rating-4_8.png,24,17.6-lb bag
"
            By California Natural","Dog,Food","Crude Protein,21.0% min,Crude Fat,11.0% min,Crude Fiber,4.0% max,Moisture,10.0% max,Linoleic Acid,1.1% min,Iron,100 mg/kg min,Vitamin E,300 IU/kg min,Taurine,0.1% min,Omega 3 Fatty Acids,0.5% min,10 lbs,7/8,20 lbs,1 3/8,30 lbs,1 7/8,40 lbs,2 1/4,50 lbs,2 1/2,60 lbs,2 7/8,70 lbs,3 1/4,80 lbs,3 1/2,90 lbs,3 3/4,100 lbs,4,120 lbs,4 1/2,140 lbs,5","
        California Natural Adult Limited Ingredient Grain Free Venison & Green Lentils Recipe Dog Food","
                        $62.99",/assets/img/ratings/rating-4_3.png,43,26-lb bag
"
            By Merrick","Dog,Food","Crude Protein,26.0% min,Crude Fat,12.0% min,Crude Fiber,3.5% max,Moisture,11.0% max,Omega 6 Fatty Acid,2.8% min,Omega 3 Fatty Acid,0.3% min,Glucosamine,800 mg/kg min,Chondroitin Sulfate,800 mg/kg min,3 lbs,3/4,2/3,6 lbs,1 1/3,1,10 lbs,2,1 1/2,15 lbs,2 2/3,2 1/4,20 lbs,3 1/3,2 2/3,30 lbs,4 1/2,3 2/3,40 lbs,5 1/2,4 1/2,50 lbs,6 1/2,5 1/3,60 lbs,–,6,70 lbs,–,6 3/4,80 lbs,–,7 1/2,90 lbs,–,8 1/4,100 lbs,–,9","
        Merrick Classic Puppy Recipe Dry Dog Food","
                        $28.40",/assets/img/ratings/rating-4_7.png,38,12-lb bag
"
            By Farmina","Dog,Food","Crude Protein,37.0% min,Crude Fat,18.0% min,Crude Fibre,2.6% max,Moisture,10.0% max,Ash,7.8% max,Calcium,1.3% min,Phosphorous,0.95% min,Omega-6 Fatty Acids,3.3% min,Omega-3 Fatty Acids,0.90 min,Docosahexaenoic Acid (DHA),0.50% min,Eicosapentaenoic Acid (EPA),0.30% min,Glucosamine,900 mg/kg min,Chondroitin Sulfate,600mg/kg min,2.2 lbs,1/4 - 1/3,11 lbs,1/2 - 1,22 lbs,1 - 1 1/2,44.1 lbs,1 1/2 - 2 1/2,66.1 lbs,2 - 3 1/2,88.2 lbs,2 1/2 - 4 1/4,110.2 lbs,2 3/4 - 5,132.2 lbs,3 1/4 - 5 3/4,154.3 lbs,3 3/4 - 6 1/4","
        Farmina Natural & Delicious Chicken Grain-Free Formula Dry Dog Food","
                        $69.66",/assets/img/ratings/rating-4_6.png,36,26.4-lb bag
"
            By Royal Canin","Dog,Food","Crude Protein,25.0% min,Crude Fat,9.0% min,Crude Fiber,11.7% max,Moisture,10.0% max,L-Carnitine,140 mg/kg min,Glucosamine,350 mg/kg min,Chondroitin Sulfate,25 mg/kg min,55 lbs,3,3 1/2,4 1/8,57 lbs,3,3 5/8,4 1/4,60 lbs,3 1/8,3 3/4,4 3/8,62 lbs,3 1/4,3 7/8,4 1/2,64 lbs,3 3/8,4,4 5/8,66 lbs,3 3/8,4,4 3/4,68 lbs,3 1/2,4 1/8,4 3/4,71 lbs,3 5/8,4 1/4,4 7/8,73 lbs,3 5/8,4 3/8,5,75 lbs,3 3/4,4 1/2,5 1/8,77 lbs,3 7/8,4 1/2,5 1/4,79 lbs,3 7/8,4 5/8,5 3/8,82 lbs,4,4 3/4,5 1/2,86 lbs,4 1/8,4 7/8,5 3/4,90 lbs,4 3/8,5 1/8,5 7/8,95 lbs,4 1/2,5 1/4,6 1/8,99 lbs,4 5/8,5 1/2,6 3/8","
        Royal Canin Maxi Weight Care Dry Dog Food","
                        $51.84",/assets/img/ratings/rating-4_6.png,22,30-lb bag
